session_id,PROLIFIC_PID,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Gender,Highest education level completed,Nationality,Sex,Student Status
626a9406e289d83cda7e3489,6113a568434313758954bb53,APPROVED,2022-04-28 13:17:58.127000,2022-04-28 13:21:13.440000,195.313,24,68,1,100,2022-04-28 14:09:59.277000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"English, Portuguese",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portugal,Female,Yes
626a940852f458c541618461,5ed6db349836471664509f5f,APPROVED,2022-04-28 13:18:00.405000,2022-04-28 13:19:48.276000,107.871,22,146,0,100,2022-04-28 14:10:00.467000,7ED80400,Portugal,Portugal,Other,Portuguese,"English, Portuguese, Spanish",Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portugal,Male,Yes
626a941b9df5e6a74faa4f72,60142d5718e5943b09fd9298,APPROVED,2022-04-28 13:18:19.833000,2022-04-28 13:22:28.988000,249.155,22,130,0,100,2022-04-28 14:10:01.577000,7ED80400,Portugal,Portugal,Other,Portuguese,"English, Portuguese, Spanish",Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portugal,Male,Yes
626a94252ef32fdd3870498c,5dbf4877f33f403e418eb9ac,RETURNED,2022-04-28 13:18:29.564000,,584705.869953,20,294,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a94289cd552c122559e7b,6089480f5cd94b740e61b57f,APPROVED,2022-04-28 13:18:32.329000,2022-04-28 13:22:11.888000,219.559,21,41,0,100,2022-04-28 14:10:02.757000,7ED80400,Portugal,Portugal,Other,Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portugal,Male,Yes
626a942b17735f105a42ad0e,5f823a9879e10536650a3d81,APPROVED,2022-04-28 13:18:35.324000,2022-04-28 13:22:24.255000,228.931,19,153,1,100,2022-04-28 14:10:03.891000,7ED80400,Portugal,Portugal,Other,Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),Technical/community college,Portugal,Male,DATA EXPIRED
626a942ed9bf306afbb5ffbf,60bd04a3749e1ca47e54d3e1,APPROVED,2022-04-28 13:18:38.884000,2022-04-28 13:21:43.767000,184.883,22,86,0,100,2022-04-28 14:10:04.992000,7ED80400,Portugal,Portugal,Other,Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),Technical/community college,Portugal,Male,Yes
626a943317735f105a42ad0f,60b004334a88e58ee0c7759b,RETURNED,2022-04-28 13:18:43.551000,,584691.933491,24,33,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a9436e4c6378241602051,5efc9df19aca1b058028bd9d,APPROVED,2022-04-28 13:18:50.437000,2022-04-28 13:22:42.933000,232.496,29,88,1,100,2022-04-28 14:10:06.244000,7ED80400,Italy,Italy,Full-Time,Italian,"Italian, English",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Italy,Female,No
626a9456ecd7572c3fa0f284,600886c9e5dd1a3ca165a93e,APPROVED,2022-04-28 13:19:21.397000,2022-04-28 13:21:59.026000,157.629,22,135,0,100,2022-04-28 14:10:07.393000,7ED80400,Spain,Portugal,Other,Portuguese,"English, Galician, Portuguese, Spanish",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portugal,Female,Yes
626a945760b7e36e2c4655cf,5ca0f4a20336360017b5f39a,RETURNED,2022-04-28 13:19:27.461000,,584648.063112,28,241,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a94596473d34bb336a3de,60a2c7814644f316d321b59a,RETURNED,2022-04-28 13:29:21.391000,,584054.145616,28,91,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a9465a85f7f6234906e54,5dcd75fb69c16d043f8f7ba2,RETURNED,2022-04-28 13:19:33.971000,,584641.578327,28,85,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a9468eb8be64e5c24d5e8,600af071a434df068aa07cd4,APPROVED,2022-04-28 13:19:45.887000,2022-04-28 13:23:36.608000,230.721,22,89,0,100,2022-04-28 14:10:09.509000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"English, Portuguese",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portugal,Female,Yes
626a946e7b993b227446093c,5f95967b97a3ae074be7485a,APPROVED,2022-04-28 13:19:46.237000,2022-04-28 13:23:31.256000,225.019,21,63,0,100,2022-04-28 14:10:11.264000,7ED80400,Italy,Italy,"Not in paid work (e.g. homemaker', 'retired or disabled)",Italian,"English, Italian",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Italy,Female,Yes
626a947950db86d3aa460dd0,60b109b2685392ab7a9ed2b0,APPROVED,2022-04-28 13:19:54.931000,2022-04-28 13:22:31.976000,157.045,20,94,0,100,2022-04-28 14:10:12.324000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,Yes
626a947d17735f105a42ad13,6145dddfa6fcfd396e1f4f1a,APPROVED,2022-04-28 13:19:57.203000,2022-04-28 13:23:14.427000,197.224,20,26,0,100,2022-04-28 14:10:13.285000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"English, Portuguese, Spanish",Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Portugal,Male,Yes
626a948ed2f6e9e9c118b189,615b50604b6d0c6919055f37,APPROVED,2022-04-28 13:20:16.985000,2022-04-28 13:23:14.506000,177.521,27,112,0,100,2022-04-28 14:10:14.650000,7ED80400,Italy,Italy,Other,Italian,"Italian, English",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Italy,Male,Yes
626a949a612eada60d577ee9,5a4a652366e7880001de63a1,APPROVED,2022-04-28 13:20:30.317000,2022-04-28 13:22:44.474000,134.157,29,375,2,100,2022-04-28 14:10:17.828000,7ED80400,Italy,Italy,Full-Time,Italian,"English, French, Italian",Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Italy,Male,No
626a949a6325d11af17729a7,5f294eca68eed401a160118f,RETURNED,2022-04-28 13:20:50.859000,,584564.781649,22,128,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a949cbbcb068204bdcfcc,6042b9bcc7cb542187dfbe1e,APPROVED,2022-04-28 13:20:28.490000,2022-04-28 13:22:36.495000,128.005,24,111,3,97,2022-04-28 14:10:16.288000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"Portuguese, English",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portugal,Female,Yes
626a949cdeb0448bc7045ba9,5ef877d4cb480c5d055b763b,TIMED-OUT,2022-04-28 13:20:28.238000,,584587.427479,39,136,3,98,,,Portugal,Portugal,Full-Time,Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portugal,Male,No
626a94a788aa400e08793671,5eabf42cdcb6170008b06667,APPROVED,2022-04-28 13:20:48.945000,2022-04-28 13:23:22.003000,153.058,28,319,0,100,2022-04-28 14:10:20.317000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese, Spanish",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portugal,Male,No
626a94acd9bf306afbb5ffc6,5dc4bc30569be3387eb6b52f,RETURNED,2022-04-28 13:20:44.427000,2022-04-28 13:23:19.970000,155.543,27,524,0,100,,7ED80400,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a951380a2c2c688b73a50,5c45ad3793f3690001c46767,APPROVED,2022-04-28 13:22:27.539000,2022-04-28 13:25:07.243000,159.704,41,459,7,98,2022-04-28 14:10:22.322000,7ED80400,Italy,Italy,Full-Time,Italian,"English, Italian",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Italy,Male,No
626a951ae0e836a1784618ca,5c32338043b64d000171fbdf,APPROVED,2022-04-28 13:22:34.531000,2022-04-28 13:25:53.259000,198.728,27,148,1,99,2022-04-28 14:10:24.818000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portugal,Male,Yes
626a956b4036d23ff1346267,5d9f546b1b289e0015c9f3f5,APPROVED,2022-04-28 13:23:55.645000,2022-04-28 13:29:16.291000,320.646,21,69,1,100,2022-04-28 14:10:26.296000,7ED80400,Portugal,Portugal,Other,Portuguese,"Portuguese, English, Spanish",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,Yes
626a956d2ef32fdd38704998,5ebc3cc7adb5e706b8021deb,APPROVED,2022-04-28 13:24:32.403000,2022-04-28 13:30:24.891000,352.488,23,197,1,100,2022-04-28 14:10:43.523000,7ED80400,Portugal,Portugal,Other,Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portugal,Male,Yes
626a95733dee6cbdecb6de76,6164253146fc54f5418ac06d,APPROVED,2022-04-28 13:24:11.043000,2022-04-28 13:27:12.846000,181.803,23,91,1,100,2022-04-28 14:10:30.642000,7ED80400,Brazil,Portugal,Full-Time,Portuguese,"English, Portuguese",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portugal,Female,Yes
626a9574dabb7214f6ff7e92,5f64bc237e8f58015be87e4f,APPROVED,2022-04-28 13:24:04.500000,2022-04-28 13:27:31.360000,206.86,27,115,2,99,2022-04-28 14:10:28.076000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"Portuguese, English",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portugal,Female,No
626a95771d2e37431a3b01a2,5cb71fcd98a1f100011c56fb,APPROVED,2022-04-28 13:24:07.671000,2022-04-28 13:27:10.664000,182.993,23,401,2,100,2022-04-28 14:10:29.233000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"English, Portuguese",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portugal,Female,Yes
626a9577b65f25241cbbe539,607d7c8297d36c7835032ce9,APPROVED,2022-04-28 13:24:29.575000,2022-04-28 13:28:25.119000,235.544,28,91,0,100,2022-04-28 14:10:41.946000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"Portuguese, English",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portugal,Female,Yes
626a957d37a9aae927bc5687,60da25bd1f74b208fdf45c6b,APPROVED,2022-04-28 13:24:13.610000,2022-04-28 13:27:02.081000,168.471,22,46,0,100,2022-04-28 14:10:31.999000,7ED80400,Portugal,Portugal,Other,Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),Secondary education (e.g. GED/GCSE),Portugal,Male,Yes
626a957f4a4988a7c30dc25a,5bf55d9f3968ce00018f087a,RETURNED,2022-04-28 13:26:42.576000,,584213.248368,25,172,4,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a957f798b8271caa94760,611fce73e0a46ebc8e4b90a5,APPROVED,2022-04-28 13:24:15.706000,2022-04-28 13:33:03.526000,527.82,21,105,0,100,2022-04-28 14:10:33.155000,7ED80400,Portugal,Portugal,"Not in paid work (e.g. homemaker', 'retired or disabled)",Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,Yes
626a9582b6931ec0de93842d,60a436518a1f1ec83c835b4b,APPROVED,2022-04-28 13:24:18.016000,2022-04-28 13:27:50.226000,212.21,20,61,2,99,2022-04-28 14:10:35.425000,7ED80400,Portugal,Portugal,Other,Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,Yes
626a958310ce1cabe9e7327b,60ca883c03ff81263967f06a,APPROVED,2022-04-28 13:24:19.817000,2022-04-28 13:26:10.783000,110.966,22,105,3,98,2022-04-28 14:10:37.379000,7ED80400,Portugal,Portugal,Other,Portuguese,"Spanish, Portuguese, English",Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portugal,Male,Yes
626a9586eae53343a37bc544,60c939c438c389b49847c08b,APPROVED,2022-04-28 13:25:02.175000,2022-04-28 13:28:03.895000,181.72,21,72,0,100,2022-04-28 14:11:15.478000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portugal,Female,Yes
626a958a2d163fdcf8f41f0a,5dc5c4b99e40c94387aeb4e5,APPROVED,2022-04-28 13:24:26.411000,2022-04-28 13:26:14.266000,107.855,25,211,2,100,2022-04-28 14:10:38.767000,7ED80400,Italy,Italy,DATA EXPIRED,Italian,"English, Italian",Man (including Trans Male/Trans Man),High school diploma/A-levels,Italy,Male,Yes
626a958b4a4988a7c30dc25b,5d5190ac23e3ae0019f5f2cc,RETURNED,2022-04-28 13:24:27.024000,,584348.87729,39,118,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a958fa7e6587d50c72783,607b39fc1f4798aadbefdea6,APPROVED,2022-04-28 13:26:04.836000,2022-04-28 13:28:07.579000,122.743,31,148,6,97,2022-04-28 14:11:53.672000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese, Spanish",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portugal,Male,No
626a9592ff7c3a4aceb5a7b9,61011631dcecc3444921a41b,APPROVED,2022-04-28 13:35:00.064000,2022-04-28 14:13:24.099000,2304.035,28,77,1,100,2022-04-28 14:13:24.286000,Manual Completion,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese, Spanish, French",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portugal,Female,Yes
626a9593ec02bbe36803946d,602ae9e3338e8e1df07284b4,APPROVED,2022-04-28 13:24:41.378000,2022-04-28 13:28:01.188000,199.81,37,170,2,100,2022-04-28 14:10:47.128000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portugal,Male,No
626a9594feafcb46b2837cb0,55c15819fdf99b6aa2cb9713,APPROVED,2022-04-28 13:24:36.371000,2022-04-28 13:26:59.597000,143.226,29,411,3,100,2022-04-28 14:10:45.103000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,No
626a9599a799357fd548af45,5ba0cc4dbabc5b00015e42f3,APPROVED,2022-04-28 13:24:44.106000,2022-04-28 13:28:13.988000,209.882,41,545,1,100,2022-04-28 14:10:48.735000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,English,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portugal,Male,No
626a959e8464f601c948e02d,614fb54a636d939d60da5818,APPROVED,2022-04-28 13:24:46.885000,2022-04-28 13:33:26.019000,519.134,25,132,0,100,2022-04-28 14:10:51.528000,7ED80400,Italy,Italy,"Not in paid work (e.g. homemaker', 'retired or disabled)",Italian,English,Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Italy,Male,Yes
626a95a1ce166cc0f7ffa597,5d616bd447787f000175cd9e,RETURNED,2022-04-28 13:34:49.612000,,583726.378514,38,396,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a95a9a0670862c48ed763,607deec754ec7eda7349a991,APPROVED,2022-04-28 13:24:57.755000,2022-04-28 13:27:23.460000,145.705,27,104,0,100,2022-04-28 14:10:54.933000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portugal,Male,Yes
626a95a9a85f7f6234906e5c,5ce3d1511749aa001a72b43d,APPROVED,2022-04-28 13:24:57.360000,2022-04-28 13:27:50.974000,173.614,21,295,7,97,2022-04-28 14:10:53.409000,7ED80400,Italy,Italy,Part-Time,Italian,"Italian, English",Man (including Trans Male/Trans Man),High school diploma/A-levels,Italy,Male,No
626a95aa2a19222bdc141755,60f68b0a260dc97aee69c03e,APPROVED,2022-04-28 13:24:59.918000,2022-04-28 13:27:30.697000,150.779,26,133,2,99,2022-04-28 14:10:56.810000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"Portuguese, English",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portugal,Female,No
626a95af9c33a7f00fa6bf05,609efef2eacb048e063448cb,APPROVED,2022-04-28 13:25:03.986000,2022-04-28 13:31:38.777000,394.791,21,60,0,100,2022-04-28 14:11:16.727000,7ED80400,Portugal,Portugal,Unemployed (and job seeking),Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,Yes
626a95b19c255c1236962c43,5c49e0b1d1150d0001e11987,APPROVED,2022-04-28 13:25:20.680000,2022-04-28 13:28:52.061000,211.381,39,430,4,99,2022-04-28 14:11:29.229000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"French, English, Italian, Portuguese, Spanish",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portugal,Female,No
626a95b2a28e6b93e94fe470,5fdebabfb5d1fc684adaa1f9,APPROVED,2022-04-28 13:25:06.276000,2022-04-28 13:30:32.169000,325.893,24,117,1,100,2022-04-28 14:11:17.847000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),Undergraduate degree (BA/BSc/other),Portugal,Male,Yes
626a95b68464f601c948e02e,5e4841b1d135942e602a1bd8,APPROVED,2022-04-28 13:25:10.817000,2022-04-28 13:29:03.434000,232.617,28,26,0,100,2022-04-28 14:11:19.515000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portugal,Female,No
626a95b7342a18bdd06d5ea7,5c522508fcbef20001939a03,APPROVED,2022-04-28 13:25:26.432000,2022-04-28 13:27:54.512000,148.08,25,507,4,99,2022-04-28 14:11:34.189000,7ED80400,France,Portugal,Full-Time,Portuguese,"English, French, Italian, Portuguese, Spanish, German, Galician",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portugal,Female,No
626a95b8620755e72a810204,5f29510421c44f014deba2f7,APPROVED,2022-04-28 13:25:18.041000,2022-04-28 13:31:41.204000,383.163,20,148,1,100,2022-04-28 14:53:15.661000,7ED80400,Italy,Italy,Other,Italian,"English, Italian",Woman (including Trans Female/Trans Woman),Secondary education (e.g. GED/GCSE),Italy,Female,Yes
626a95bc4d2097ed77f2a3c4,61360600b6f85e39ac097d3d,RETURNED,2022-04-28 13:25:16.663000,,584299.454888,22,116,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a95bd9df5e6a74faa4f7e,563bb259be9cac0005aab7ab,APPROVED,2022-04-28 13:26:40.701000,2022-04-28 13:33:33.305000,412.604,36,770,1,100,2022-04-28 14:12:07.141000,7ED80400,Spain,Spain,Full-Time,Spanish,"English, Spanish",Man (including Trans Male/Trans Man),Technical/community college,Spain,Male,No
626a95bec793c57982d32599,5978550fd40612000168332d,RETURNED,2022-04-28 13:25:18.654000,,584297.489335,28,282,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a95c0d5bfa338621c0c5a,5e45ae4754f56d099400d6df,APPROVED,2022-04-28 13:25:20.950000,2022-04-28 13:30:17.304000,296.354,29,292,4,99,2022-04-28 14:11:30.353000,7ED80400,Italy,Italy,Part-Time,Italian,"English, Italian, Spanish",Man (including Trans Male/Trans Man),Technical/community college,Italy,Male,No
626a95c3008bf34cd9803957,605d284e93179640f8b310be,APPROVED,2022-04-28 13:25:23.204000,2022-04-28 13:29:22.791000,239.587,22,68,3,94,2022-04-28 14:11:31.546000,7ED80400,Portugal,Portugal,Unemployed (and job seeking),Portuguese,"English, Spanish, Portuguese",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Portugal,Female,No
626a95c4acb4e708a275e8ba,61465149835949882116b8c4,APPROVED,2022-04-28 13:25:24.503000,2022-04-28 13:27:07.012000,102.509,20,116,1,100,2022-04-28 14:11:32.565000,7ED80400,Portugal,Portugal,Part-Time,Portuguese,"English, Portuguese",Non-binary (would like to give more detail),High school diploma/A-levels,Portugal,Female,Yes
626a95c72b4e210d5c793c62,5f96ecaca0ed8c01b13dd7c4,APPROVED,2022-04-28 13:25:33.111000,2022-04-28 13:28:18.894000,165.783,21,130,1,100,2022-04-28 14:11:35.550000,7ED80400,Italy,Italy,Part-Time,Italian,"Italian, English, French",Man (including Trans Male/Trans Man),High school diploma/A-levels,Italy,Male,No
626a95ce9f3ff4ccdd0748cf,5c58d8472edc490001c80bda,APPROVED,2022-04-28 13:25:34.179000,2022-04-28 13:27:26.741000,112.562,26,224,0,100,2022-04-28 14:11:36.676000,7ED80400,Portugal,Portugal,Unemployed (and job seeking),Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portugal,Male,DATA EXPIRED
626a95ceb9ae488e657a29be,616c9b13318596cee463a499,APPROVED,2022-04-28 13:25:37.385000,2022-04-28 13:32:55.264000,437.879,38,103,1,100,2022-04-28 14:11:38.690000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,No
626a95cf10655dd5e08df46a,5c4a45dda8c31a000141a752,RETURNED,2022-04-28 13:25:35.974000,,584280.264175,22,230,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a95d32fbee3bcc46759e3,60aba461d316a15ffce147ce,APPROVED,2022-04-28 13:25:39.895000,2022-04-28 13:38:57.377000,797.482,25,122,0,100,2022-04-28 14:11:40.536000,7ED80400,Portugal,Portugal,Due to start a new job within the next month,Portuguese,"English, Portuguese, Spanish",Woman (including Trans Female/Trans Woman),Graduate degree (MA/MSc/MPhil/other),Portugal,Female,No
626a95d34558728b4ef8bfa9,60fd945c307626b8b4d4e4dc,APPROVED,2022-04-28 13:25:57.366000,2022-04-28 13:28:35.296000,157.93,23,39,0,100,2022-04-28 14:11:51.966000,7ED80400,Spain,Spain,Part-Time,Catalan,"Catalan, English, Spanish",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Spain,Female,Yes
626a95d3f7384f6677b9f5ec,60fdfea91c30771b19d63e00,APPROVED,2022-04-28 13:25:39.548000,2022-04-28 13:27:25.271000,105.723,21,104,2,99,2022-04-28 14:11:39.716000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese, Spanish",Woman (including Trans Female/Trans Woman),Undergraduate degree (BA/BSc/other),Portugal,Female,No
626a95d51e803f9ffb49a64e,5e5701332445b00c809f4f5a,RETURNED,2022-04-28 13:25:41.307000,,584274.980924,24,249,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
626a95d522c4ab96a64838e6,5fb3d4024e5665000a941d9d,APPROVED,2022-04-28 13:25:41.739000,2022-04-28 13:28:54.704000,192.965,23,82,1,100,2022-04-28 14:11:42.697000,7ED80400,Italy,Italy,Unemployed (and job seeking),Italian,"English, Italian, Spanish",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Italy,Female,Yes
626a95d710655dd5e08df46b,5f6132f075b3fa0ac649fd3c,APPROVED,2022-04-28 13:25:43.590000,2022-04-28 13:28:13.463000,149.873,24,225,0,100,2022-04-28 14:11:43.887000,7ED80400,Italy,Italy,Unemployed (and job seeking),Italian,"Italian, English",Woman (including Trans Female/Trans Woman),High school diploma/A-levels,Italy,Female,Yes
626a95d82cf55b4c9e1355a0,605663e5147a7b66e6853a0b,APPROVED,2022-04-28 13:25:44.628000,2022-04-28 13:27:40.705000,116.077,23,85,3,98,2022-04-28 14:11:44.881000,7ED80400,Portugal,Portugal,Other,Portuguese,"Portuguese, English",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Portugal,Male,Yes
626a95d9802b1e483759bd62,6151e0c32a6065629fb80199,APPROVED,2022-04-28 13:25:45.067000,2022-04-28 13:29:46.406000,241.339,25,92,0,100,2022-04-28 14:11:46.084000,7ED80400,Italy,Italy,Other,Italian,"English, Italian",Man (including Trans Male/Trans Man),Graduate degree (MA/MSc/MPhil/other),Italy,Male,Yes
626a95d9a8acb2c6cdf4e78c,5f91ad02439b5e04b51d69a0,APPROVED,2022-04-28 13:25:45.282000,2022-04-28 13:30:59.373000,314.091,21,203,0,100,2022-04-28 14:11:47.088000,7ED80400,Portugal,Portugal,Other,Portuguese,"English, Portuguese, French",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,Yes
626a95d9eb8be64e5c24d5f5,5e12048c7605fe8839180a14,APPROVED,2022-04-28 13:25:50.402000,2022-04-28 13:28:33.819000,163.417,20,231,6,95,2022-04-28 14:11:49.901000,7ED80400,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese",Man (including Trans Male/Trans Man),High school diploma/A-levels,Portugal,Male,Yes
626a95db419befcfd5c480c1,604bcad5a550c3e1bb11b39b,RETURNED,2022-04-28 13:25:47.714000,,584268.665322,22,149,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
